cleaned_name,occurrences,correct_name
figueiropolisd'oeste,25,Figueiropolis D'Oeste
marcelandia,25,Marcelandia
ribeiraocascalheira,25,Ribeirao Cascalheira
doisirmaosdoburiti,25,Dois Irmaos Do Buriti
figueirao,25,Figueirao
paranaíba,25,Paranaiba
vicentina,25,Vicentina
ipiranga,25,Ipiranga
patobragado,25,Pato Bragado
cambira,25,Cambira
florai,25,Florai
quintadosol,25,Quinta Do Sol
campobelodosul,25,Campo Belo Do Sul
gravatal,25,Gravatal
caibi,25,Caibi
novapetrópolis,25,Nova Petropolis
barao,25,Barao
santaclaradosul,25,Santa Clara Do Sul
saojosédonorte,25,Sao Jose Do Norte
minasdoleao,25,Minas Do Leao
novaesperancadosul,25,Nova Esperanca Do Sul
palmeiradasmissões,25,Palmeira Das Missoes
ametistadosul,25,Ametista Do Sul
trêspassos,25,Tres Passos
catuipe,25,Catuipe
candidogodoi,25,Candido Godoi
selbach,25,Selbach
saoluizdoparaitinga,24,Sao Luiz Do Paraitinga
rifaina,24,Rifaina
colombia,24,Colombia
itápolis,24,Itapolis
santopolisdoaguapei,24,Santopolis Do Aguapei
pompéia,24,Pompeia
salmourao,24,Salmourao
ribeiraodosul,24,Ribeirao Do Sul
saojosedeuba,24,Sao Jose De Uba
aguiabranca,24,Águia Branca
santoantoniodograma,24,Santo Antonio Do Grama
piedadedosgerais,24,Piedade Dos Gerais
igaratinga,24,Igaratinga
coronelxavierchaves,24,Coronel Xavier Chaves
serrania,24,Serrania
saogoncalodoabaete,24,Sao Goncalo Do Abaete
carmodoparanaíba,24,Carmo Do Paranaiba
franciscobadaro,24,Francisco Badaro
águaboa,24,Água Boa
fronteiradosvales,24,Fronteira Dos Vales
santahelenademinas,24,Santa Helena De Minas
tapiramuta,24,Tapiramuta
novacanaa,24,Nova Canaa
igapora,24,Igapora
tanquenovo,24,Tanque Novo
santaritadecassia,24,Santa Rita De Cassia
tabocasdobrejovelho,24,Tabocas Do Brejo Velho
canudos,24,Canudos
sitiodoquinto,24,Sitio Do Quinto
curaca,24,Curaca
bodoco,24,Bodoco
tibaudosul,24,Tibau Do Sul
beberibe,24,Beberibe
fortim,24,Fortim
novooriente,24,Novo Oriente
pedroii,24,Pedro Ii
inhuma,24,Inhuma
cururupu,24,Cururupu
altoparnaiba,24,Alto Parnaiba
placas,24,Placas
itupiranga,24,Itupiranga
itacoatiara,24,Itacoatiara
japura,24,Japura
cavalcante,24,Cavalcante
juína,24,Juina
saojosedoxingu,24,Sao Jose Do Xingu
rochedo,24,Rochedo
inaciomartins,24,Inacio Martins
santaterezadooeste,24,Santa Tereza Do Oeste
mercedes,24,Mercedes
cambará,24,Cambara
marumbi,24,Marumbi
perola,24,Perola
icaraima,24,Icaraima
altopiquiri,24,Alto Piquiri
irineopolis,24,Irineopolis
passosmaia,24,Passos Maia
saolourençodooeste,24,Sao Lourenco Do Oeste
sertaosantana,24,Sertao Santana
trindadedosul,24,Trindade Do Sul
saoluisdoparaitinga,23,CHECK_MANUALLY
saltinho,23,Saltinho
miguelópolis,23,Miguelopolis
guzolandia,23,Guzolandia
altair,23,Altair
populina,23,Populina
candidorodrigues,23,Candido Rodrigues
santoantoniodoaracangua,23,Santo Antonio Do Aracangua
oriente,23,Oriente
narandiba,23,Narandiba
regentefeijó,23,Regente Feijo
japuiba,23,CHECK_MANUALLY
piedadedepontenova,23,Piedade De Ponte Nova
saobrasdosuacui,23,Sao Bras Do Suacui
crucilandia,23,Crucilandia
saosebastiaodooeste,23,Sao Sebastiao Do Oeste
cordisburgo,23,Cordisburgo
saomigueldoanta,23,Sao Miguel Do Anta
carvalhos,23,Carvalhos
paraisópolis,23,Paraisopolis
goncalves,23,Goncalves
saopedrodauniao,23,Sao Pedro Da Uniao
itamogi,23,Itamogi
urucuia,23,Urucuia
dombosco,23,Dom Bosco
varjaodeminas,23,Varjao De Minas
setubinha,23,Setubinha
terranova,23,Terra Nova
conceicaodoalmeida,23,Conceicao Do Almeida
belocampo,23,Belo Campo
almadina,23,Almadina
potiragua,23,Potiragua
gravatá,23,Gravata
alianca,23,Alianca
oroco,23,Oroco
flores,23,Flores
mauriti,23,Mauriti
piquetcarneiro,23,Piquet Carneiro
rosario,23,Rosario
saojoséderibamar,23,Sao Jose De Ribamar
paraibano,23,Paraibano
mocajuba,23,Mocajuba
bomjesusdotocantins,23,Bom Jesus Do Tocantins
concordiadopara,23,Concordia Do Para
campoalegredegoias,23,Campo Alegre De Goias
firminopolis,23,Firminopolis
saoluizdonorte,23,Sao Luiz Do Norte
araguapaz,23,Araguapaz
novaguarita,23,Nova Guarita
novabandeirantes,23,Nova Bandeirantes
portodosgauchos,23,Porto Dos Gauchos
canabravadonorte,23,Canabrava Do Norte
aralmoreira,23,Aral Moreira
tijucasdosul,23,Tijucas Do Sul
pien,23,Pien
jaboti,23,Jaboti
saudadedoiguacu,23,Saudade Do Iguacu
eneasmarques,23,Eneas Marques
flordaserradosul,23,Flor Da Serra Do Sul
iretama,23,Iretama
planaltinadoparana,23,Planaltina Do Parana
içara,23,Icara
ervalvelho,23,Erval Velho
morroreuter,23,Morro Reuter
cotipora,23,Cotipora
valereal,23,Vale Real
generalcamara,23,General Camara
bossoroca,23,Bossoroca
saopaulodasmissoes,23,Sao Paulo Das Missoes
saomigueldasmissoes,23,Sao Miguel Das Missoes
aratiba,23,Aratiba
maximilianodealmeida,23,Maximiliano De Almeida
cananéia,22,Cananeia
motuca,22,Motuca
ubirajara,22,Ubirajara
sarapui,22,Sarapui
itaí,22,Itai
emilianopolis,22,Emilianopolis
quatá,22,Quata
camposnovospaulista,22,Campos Novos Paulista
santaleopoldina,22,Santa Leopoldina
brejetuba,22,Brejetuba
altorionovo,22,Alto Rio Novo
aguadocedonorte,22,Água Doce Do Norte
dionisio,22,Dionisio
saojosedogoiabal,22,Sao Jose Do Goiabal
paulacandido,22,Paula Candido
luminarias,22,Luminarias
jesuania,22,Jesuania
cambuí,22,Cambui
munhoz,22,Munhoz
saojoaobatistadogloria,22,Sao Joao Batista Do Gloria
delfinopolis,22,Delfinopolis
chapadadonorte,22,Chapada Do Norte
itinga,22,Itinga
quixabeira,22,Quixabeira
filadelfia,22,Filadelfia
uibai,22,Uibai
olindina,22,Olindina
pocoverde,22,Poco Verde
venturosa,22,Venturosa
altinho,22,Altinho
tupanatinga,22,Tupanatinga
matrizdecamaragibe,22,Matriz De Camaragibe
picui,22,Picui
conceicao,22,Conceicao
ceara-mirim,22,Ceara-Mirim
alexandria,22,Alexandria
guadalupe,22,Guadalupe
santaquiteriadomaranhao,22,Santa Quiteria Do Maranhao
urbanosantos,22,Urbano Santos
buritibravo,22,Buriti Bravo
trairao,22,Trairao
saodomingosdoaraguaia,22,Sao Domingos Do Araguaia
ipixunadopara,22,Ipixuna Do Para
lagosul,22,CHECK_MANUALLY
goianapolis,22,Goianapolis
vianopolis,22,Vianopolis
castelandia,22,Castelandia
britania,22,Britania
rialma,22,Rialma
miranorte,22,Miranorte
denise,22,Denise
santacruzdoxingu,22,Santa Cruz Do Xingu
paranhos,22,Paranhos
jaguariaíva,22,Jaguariaiva
teixeirasoares,22,Teixeira Soares
saltodoitarare,22,Salto Do Itarare
vere,22,Vere
mariopolis,22,Mariopolis
quatropontes,22,Quatro Pontes
entreriosdooeste,22,Entre Rios Do Oeste
abatia,22,Abatia
marilandiadosul,22,Marilandia Do Sul
doutorcamargo,22,Doutor Camargo
paulolopes,22,Paulo Lopes
novaaraca,22,Nova Araca
imigrante,22,Imigrante
ilopolis,22,Ilopolis
mucum,22,Mucum
cristal,22,Cristal
rosáriodosul,22,Rosario Do Sul
coronelbicaco,22,Coronel Bicaco
baraodecotegipe,22,Barao De Cotegipe
embuguaçu,21,Embu-Guacu
lagoinha,21,Lagoinha
silveiras,21,Silveiras
bomjesusdosperdões,21,Bom Jesus Dos Perdoes
guará,21,Guara
pradópolis,21,Pradopolis
moncoes,21,Moncoes
saojoaodeiracema,21,Sao Joao De Iracema
marapoama,21,Marapoama
pongai,21,Pongai
valparaíso,21,Valparaiso
cerqueiracésar,21,Cerqueira Cesar
anhumas,21,Anhumas
saosebastiaodoalto,21,Sao Sebastiao Do Alto
naque,21,Naque
perpetuosocorro,21,CHECK_MANUALLY
aimorés,21,Aimores
riopreto,21,Rio Preto
altoriodoce,21,Alto Rio Doce
senhoradeoliveira,21,Senhora De Oliveira
guiricema,21,Guiricema
pequeri,21,Pequeri
santanadomanhuacu,21,Santana Do Manhuacu
perdões,21,Perdoes
ribeiraovermelho,21,Ribeirao Vermelho
pousoalto,21,Pouso Alto
soledadedeminas,21,Soledade De Minas
poçofundo,21,Poco Fundo
pratapolis,21,Pratapolis
itaúdeminas,21,Itau De Minas
saotomasdeaquino,21,Sao Tomas De Aquino
santavitória,21,Santa Vitoria
bambuí,21,Bambui
medeiros,21,Medeiros
bocaiúva,21,Bocaiuva
montezuma,21,Montezuma
curraldedentro,21,Curral De Dentro
virgolandia,21,Virgolandia
laje,21,Laje
riodecontas,21,Rio De Contas
malhadadepedras,21,Malhada De Pedras
jacaraci,21,Jacaraci
urandi,21,Urandi
nordestina,21,Nordestina
alagoinha,21,Alagoinha
cupira,21,Cupira
palmeiradosíndios,21,Palmeira Dos Índios
areia,21,Areia
angicos,21,Angicos
reriutaba,21,Reriutaba
quixere,21,Quixere
iracema,21,Iracema
parambu,21,Parambu
monsenhortabosa,21,Monsenhor Tabosa
bomjesusdasselvas,21,Bom Jesus Das Selvas
araioses,21,Araioses
matoes,21,Matoes
esperantinopolis,21,Esperantinopolis
riachao,21,Riachao
campestredomaranhao,21,Campestre Do Maranhao
obidos,21,Óbidos
alenquer,21,Alenquer
eldoradodoscarajas,21,CHECK_MANUALLY
coari,21,Coari
cocalzinhodegoias,21,Cocalzinho De Goias
portelandia,21,Portelandia
serranopolis,21,Serranopolis
goianésia,21,Goianesia
saomigueldoguapore,21,Sao Miguel Do Guapore
mirantedaserra,21,Mirante Da Serra
colmeia,21,Colmeia
pocone,21,Pocone
santaritadopardo,21,Santa Rita Do Pardo
harmonia,21,Harmonia
japira,21,Japira
tresbarrasdoparana,21,Tres Barras Do Parana
vitorino,21,Vitorino
pranchita,21,Pranchita
jataizinho,21,Jataizinho
guapirama,21,Guapirama
lupionopolis,21,Lupionopolis
cafeara,21,Cafeara
goioerê,21,Goioere
graopara,21,Grao Para
presidentegetúlio,21,Presidente Getulio
riodoscedros,21,Rio Dos Cedros
vargeao,21,Vargeao
xangri-lá,21,Xangri-La
júliodecastilhos,21,Julio De Castilhos
miraguai,21,Miraguai
camposborges,21,Campos Borges
corumbatai,20,Corumbatai
saojosedabelavista,20,Sao Jose Da Bela Vista
americodecampos,20,Americo De Campos
meridiano,20,Meridiano
barbosa,20,Barbosa
igaraçudotietê,20,Igaracu Do Tiete
cabraliapaulista,20,Cabralia Paulista
lucélia,20,Lucelia
ribeiraogrande,20,Ribeirao Grande
piquerobi,20,Piquerobi
tanguá,20,Tangua
conceiçaodemacabu,20,Conceicao De Macabu
pontobelo,20,Ponto Belo
pescador,20,Pescador
acaiaca,20,Acaiaca
abaeté,20,Abaete
azurita,20,CHECK_MANUALLY
santanadepirapama,20,Santana De Pirapama
cachoeiradaprata,20,Cachoeira Da Prata
descoberto,20,Descoberto
caputira,20,Caputira
divisanova,20,Divisa Nova
paraguaçu,20,Paraguacu
carvalhopolis,20,Carvalhopolis
conceiçaodasalagoas,20,Conceicao Das Alagoas
saogoncalodoriopreto,20,Sao Goncalo Do Rio Preto
coutodemagalhaesdeminas,20,Couto De Magalhaes De Minas
várzeadapalma,20,Varzea Da Palma
ibiai,20,Ibiai
ninheira,20,Ninheira
comercinho,20,Comercinho
saosebastiaodomaranhao,20,Sao Sebastiao Do Maranhao
santamariadosalto,20,Santa Maria Do Salto
poções,20,Pocoes
itapitanga,20,Itapitanga
ibirapua,20,Ibirapua
piripa,20,Piripa
ibipitanga,20,Ibipitanga
boquira,20,Boquira
boavistadotupim,20,Boa Vista Do Tupim
nossasenhoradasdores,20,Nossa Senhora Das Dores
vertentes,20,Vertentes
petrolândia,20,Petrolandia
inaja,20,Inaja
saojosedalaje,20,Sao Jose Da Laje
riotinto,20,Rio Tinto
solanea,20,Solanea
pedrasdefogo,20,Pedras De Fogo
santacecília,20,Santa Cecilia
saojoaodoriodopeixe,20,Sao Joao Do Rio Do Peixe
canguaretama,20,Canguaretama
patu,20,Patu
carnaubal,20,Carnaubal
pereiro,20,Pereiro
josedefreitas,20,Jose De Freitas
carutapera,20,Carutapera
amarantedomaranhao,20,Amarante Do Maranhao
ruropolis,20,Ruropolis
igarape-acu,20,Igarape-Acu
saosebastiaodaboavista,20,Sao Sebastiao Da Boa Vista
manacapuru,20,Manacapuru
carauari,20,Carauari
tarauaca,20,Tarauaca
santahelenadegoiás,20,Santa Helena De Goias
edealina,20,Edealina
bomjardimdegoias,20,Bom Jardim De Goias
uruaçu,20,Uruacu
altohorizonte,20,Alto Horizonte
matrincha,20,Matrincha
cabixi,20,Cabixi
pedroafonso,20,Pedro Afonso
juscimeira,20,Juscimeira
terenos,20,Terenos
caarapó,20,Caarapo
novasantabarbara,20,Nova Santa Barbara
carlópolis,20,Carlopolis
munhozdemelo,20,Munhoz De Melo
ourizona,20,Ourizona
paiçandu,20,Paicandu
mandaguaçu,20,Mandaguacu
saojorgedopatrocinio,20,Sao Jorge Do Patrocinio
imarui,20,Imarui
joseboiteux,20,Jose Boiteux
majorvieira,20,Major Vieira
novabrescia,20,Nova Brescia
condor,20,Condor
saldanhamarinho,20,Saldanha Marinho
irai,20,Irai
entre-ijuis,20,Entre-Ijuis
getúliovargas,20,Getulio Vargas
ciriaco,20,Ciriaco
tuiuti,19,Tuiuti
ribeiraocorrente,19,Ribeirao Corrente
monteaprazível,19,Monte Aprazivel
guapiaçu,19,Guapiacu
novaalianca,19,Nova Alianca
santaadélia,19,Santa Adelia
murutingadosul,19,Murutinga Do Sul
queiroz,19,Queiroz
ocaucu,19,Ocaucu
cesáriolange,19,Cesario Lange
jumirim,19,Jumirim
saojosédovaledoriopreto,19,Sao Jose Do Vale Do Rio Preto
porciúncula,19,Porciuncula
irupi,19,Irupi
marilac,19,Marilac
tumiritinga,19,Tumiritinga
galileia,19,Galileia
pompéu,19,Pompeu
carandaí,19,Carandai
cristianootoni,19,Cristiano Otoni
ervália,19,Ervalia
santanadecataguases,19,Santana De Cataguases
donaeuzebia,19,CHECK_MANUALLY
farialemos,19,Faria Lemos
saofranciscodogloria,19,Sao Francisco Do Gloria
arantina,19,Arantina
minduri,19,Minduri
saosebastiaodabelavista,19,Sao Sebastiao Da Bela Vista
jacui,19,Jacui
rubelita,19,Rubelita
saopedrodosuacui,19,Sao Pedro Do Suacui
diasdavila,19,Dias D'Ávila
varzeanova,19,Varzea Nova
barradomendes,19,Barra Do Mendes
boanova,19,Boa Nova
itagimirim,19,Itagimirim
caturama,19,Caturama
santamariadavitória,19,Santa Maria Da Vitoria
saodesiderio,19,Sao Desiderio
santabrigida,19,Santa Brigida
abare,19,Abare
rioformoso,19,Rio Formoso
gloriadogoita,19,Gloria Do Goita
ferreiros,19,Ferreiros
saojosedatapera,19,Sao Jose Da Tapera
bocadamata,19,Boca Da Mata
serrabranca,19,Serra Branca
saojosedemipibu,19,Sao Jose De Mipibu
jardimdepiranhas,19,Jardim De Piranhas
acari,19,Acari
santanadoacarau,19,Santana Do Acarau
frecheirinha,19,Frecheirinha
iraucuba,19,Iraucuba
barreira,19,Barreira
redençao,19,Redencao
lavrasdamangabeira,19,Lavras Da Mangabeira
luiscorreia,19,Luis Correia
amarante,19,Amarante
caracol,19,Caracol
mirinzal,19,Mirinzal
pindaremirim,19,Pindare-Mirim
saobernardo,19,Sao Bernardo
santoantoniodoslopes,19,Santo Antonio Dos Lopes
açailândia,19,Acailandia
portel,19,Portel
florestadoaraguaia,19,Floresta Do Araguaia
novaesperancadopiria,19,Nova Esperanca Do Piria
viseu,19,Viseu
santamariadopara,19,Santa Maria Do Para
bocadoacre,19,Boca Do Acre
samambaia,19,CHECK_MANUALLY
altoparaísodegoiás,19,Alto Paraiso De Goias
porteirao,19,Porteirao
saoluísdemontesbelos,19,Sao Luis De Montes Belos
iporá,19,Ipora
santafedegoias,19,Santa Fe De Goias
hidrolina,19,Hidrolina
alvoradad'oeste,19,Alvorada D'Oeste
palmeiropolis,19,Palmeiropolis
combinado,19,Combinado
xambioa,19,Xambioa
vilabeladasantissimatrindade,19,Vila Bela Da Santissima Trindade
conquistad'oeste,19,Conquista D'Oeste
itauba,19,Itauba
novosaojoaquim,19,Novo Sao Joaquim
ladário,19,Ladario
guamiranga,19,Guamiranga
salgadofilho,19,Salgado Filho
saojeronimodaserra,19,Sao Jeronimo Da Serra
ivate,19,Ivate
perobal,19,Perobal
saojoaodocaiua,19,Sao Joao Do Caiua
tamboara,19,Tamboara
vidalramos,19,Vidal Ramos
saojosedocerrito,19,Sao Jose Do Cerrito
riofortuna,19,Rio Fortuna
riodasantas,19,Rio Das Antas
ipe,19,Ipe
teutônia,19,Teutonia
novaalvorada,19,Nova Alvorada
progresso,19,Progresso
novapalma,19,Nova Palma
roquegonzales,19,Roque Gonzales
tiradentesdosul,19,Tiradentes Do Sul
trêsdemaio,19,Tres De Maio
maresias,18,CHECK_MANUALLY
jambeiro,18,Jambeiro
saojosedobarreiro,18,Sao Jose Do Barreiro
cabreúva,18,Cabreuva
iracemápolis,18,Iracemapolis
restinga,18,Restinga
gastaovidigal,18,Gastao Vidigal
novaluzitania,18,Nova Luzitania
macedonia,18,Macedonia
aparecidad'oeste,18,Aparecida D'Oeste
paranapua,18,Paranapua
novais,18,Novais
simoes,18,Simoes
mariapolis,18,Mariapolis
baraodeantonina,18,Barao De Antonina
espiritosantodoturvo,18,Espirito Santo Do Turvo
alfredomarcondes,18,Alfredo Marcondes
nantes,18,Nantes
oscarbressane,18,Oscar Bressane
bacaxa,18,CHECK_MANUALLY
novobrasil,18,Novo Brasil
divinodaslaranjeiras,18,Divino Das Laranjeiras
vermelhonovo,18,Vermelho Novo
piracema,18,Piracema
inimutaba,18,Inimutaba
conceiçaodomatodentro,18,Conceicao Do Mato Dentro
santabárbara,18,Santa Barbara
araponga,18,Araponga
santanadojacare,18,Santana Do Jacare
senadoramaral,18,Senador Amaral
bandeiradosul,18,Bandeira Do Sul
capitólio,18,Capitolio
pratinha,18,Pratinha
santafedeminas,18,Santa Fe De Minas
mirabela,18,Mirabela
pedrasdemariadacruz,18,Pedras De Maria Da Cruz
riodoprado,18,Rio Do Prado
catudeabrantes,18,CHECK_MANUALLY
pontonovo,18,Ponto Novo
ibicui,18,Ibicui
florestaazul,18,Floresta Azul
santacruzcabrália,18,Santa Cruz Cabralia
ituacu,18,Ituacu
novaredencao,18,Nova Redencao
apora,18,Apora
cícerodantas,18,Cicero Dantas
boquim,18,Boquim
aquidaba,18,Aquidaba
agrestina,18,Agrestina
macaparana,18,Macaparana
paodeacucar,18,Pao De Acucar
riachodoscavalos,18,Riacho Dos Cavalos
goianinha,18,Goianinha
saopaulodopotengi,18,Sao Paulo Do Potengi
saotome,18,Sao Tome
pentecoste,18,Pentecoste
assare,18,Assare
araripe,18,Araripe
oros,18,Oros
altoalegredopindare,18,Alto Alegre Do Pindare
passagemfranca,18,Passagem Franca
pocaodepedras,18,Pocao De Pedras
mirador,18,Mirador
saogeraldodoaraguaia,18,Sao Geraldo Do Araguaia
damianopolis,18,Damianopolis
guapo,18,Guapo
seringueiras,18,Seringueiras
ananas,18,Ananas
curvelandia,18,Curvelandia
lambarid'oeste,18,Lambari D'Oeste
uniaodosul,18,Uniao Do Sul
anaurilandia,18,Anaurilandia
bocaiuvadosul,18,Bocaiuva Do Sul
campodotenente,18,Campo Do Tenente
imbau,18,Imbau
itambaraca,18,Itambaraca
florida,18,Florida
presidentecastelobranco,18,Presidente Castelo Branco
luiziana,18,Luiziana
novaesperança,18,Nova Esperanca
marilena,18,Marilena
trezedemaio,18,Treze De Maio
timbedosul,18,Timbe Do Sul
paraisodosul,18,Paraiso Do Sul
santanadaboavista,18,Santana Da Boa Vista
alecrim,18,Alecrim
rondinha,18,Rondinha
aguasdesaopedro,17,Águas De Sao Pedro
floreal,17,Floreal
bentodeabreu,17,Bento De Abreu
lupercio,17,Lupercio
juliomesquita,17,Julio Mesquita
araçariguama,17,Aracariguama
itapirapuapaulista,17,Itapirapua Paulista
novacampina,17,Nova Campina
iperó,17,Ipero
canitar,17,Canitar
ilhagrande,17,Ilha Grande
iúna,17,Iuna
mucurici,17,Mucurici
conceicaodopara,17,Conceicao Do Para
carmesia,17,Carmesia
bomjesusdapenha,17,Bom Jesus Da Penha
novaponte,17,Nova Ponte
natalandia,17,Natalandia
cruzeirodafortaleza,17,Cruzeiro Da Fortaleza
presidenteolegário,17,Presidente Olegario
arapua,17,Arapua
engenheironavarro,17,Engenheiro Navarro
nacipraydan,17,Nacip Raydan
saubara,17,Saubara
irara,17,Irara
ourolandia,17,Ourolandia
antoniogoncalves,17,Antonio Goncalves
ibitita,17,Ibitita
itambé,17,Itambe
ubaira,17,Ubaira
ipiaú,17,Ipiau
itabata,17,CHECK_MANUALLY
condeuba,17,Condeuba
riodoantonio,17,Rio Do Antonio
candiba,17,Candiba
ibicoara,17,Ibicoara
macajuba,17,Macajuba
campoalegredelourdes,17,Campo Alegre De Lourdes
wanderley,17,Wanderley
cardealdasilva,17,Cardeal Da Silva
barrocas,17,Barrocas
retirolandia,17,Retirolandia
uaua,17,Uaua
ribeiropolis,17,Ribeiropolis
neopolis,17,Neopolis
itapissuma,17,Itapissuma
lagoadosgatos,17,Lagoa Dos Gatos
camocimdesaofelix,17,Camocim De Sao Felix
joaoalfredo,17,Joao Alfredo
machados,17,Machados
dormentes,17,Dormentes
alagoagrande,17,Alagoa Grande
brejodocruz,17,Brejo Do Cruz
saojosedepiranhas,17,Sao Jose De Piranhas
extremoz,17,Extremoz
açu,17,Acu
martins,17,Martins
paracuru,17,Paracuru
trairi,17,Trairi
castelodopiaui,17,Castelo Do Piaui
anajatuba,17,Anajatuba
loreto,17,Loreto
joaolisboa,17,Joao Lisboa
oriximiná,17,Oriximina
senadorjoseporfirio,17,Senador Jose Porfirio
conceiçaodoaraguaia,17,Conceicao Do Araguaia
curionopolis,17,Curionopolis
corumbadegoias,17,Corumba De Goias
abadiania,17,Abadiania
cabeceiras,17,Cabeceiras
urutai,17,Urutai
jaraguá,17,Jaragua
costamarques,17,Costa Marques
figueiropolis,17,Figueiropolis
araguacu,17,Araguacu
paraísodotocantins,17,Paraiso Do Tocantins
saojosédosquatromarcos,17,Sao Jose Dos Quatro Marcos
nortelandia,17,Nortelandia
saojosédorioclaro,17,Sao Jose Do Rio Claro
sidrolândia,17,Sidrolandia
inocencia,17,Inocencia
juti,17,Juti
lagunacarapa,17,Laguna Carapa
amambaí,17,Amambai
balsanova,17,Balsa Nova
cruzeirodoiguacu,17,Cruzeiro Do Iguacu
honorioserpa,17,Honorio Serpa
sabaudia,17,Sabaudia
rosariodoivai,17,Rosario Do Ivai
witmarsum,17,Witmarsum
itapoá,17,Itapoa
ibicare,17,Ibicare
santamariadoherval,17,Santa Maria Do Herval
novaromadosul,17,Nova Roma Do Sul
saosebastiaodocaí,17,Sao Sebastiao Do Cai
saojosedohortencio,17,Sao Jose Do Hortencio
putinga,17,Putinga
pejucara,17,Pejucara
victorgraeff,17,Victor Graeff
liberatosalzano,17,Liberato Salzano
caciquedoble,17,Cacique Doble
lavrinhas,16,Lavrinhas
cordeirópolis,16,Cordeiropolis
taquaral,16,Taquaral
ondaverde,16,Onda Verde
coroados,16,Coroados
avai,16,Avai
junqueirópolis,16,Junqueiropolis
tapirai,16,Tapirai
holambraii,16,CHECK_MANUALLY
oleo,16,Óleo
martinópolis,16,Martinopolis
lutecia,16,Lutecia
capitaoandrade,16,Capitao Andrade
sobralia,16,Sobralia
entrefolhas,16,Entre Folhas
santoantôniodomonte,16,Santo Antonio Do Monte
pontealta,16,Ponte Alta
estreladosul,16,Estrela Do Sul
augustodelima,16,Augusto De Lima
jequitai,16,Jequitai
bonitodeminas,16,Bonito De Minas
capitaoeneas,16,Capitao Eneas
lemedoprado,16,Leme Do Prado
saojosedojacuri,16,Sao Jose Do Jacuri
gonzaga,16,Gonzaga
águasformosas,16,Águas Formosas
umburatiba,16,Umburatiba
salinasdamargarida,16,Salinas Da Margarida
sapeacu,16,Sapeacu
central,16,Central
jitauna,16,Jitauna
arataca,16,Arataca
maiquinique,16,Maiquinique
palmeiras,16,Palmeiras
chorrocho,16,Chorrocho
biritinga,16,Biritinga
pocoredondo,16,Poco Redondo
pedra,16,Pedra
jupi,16,Jupi
saobeneditodosul,16,Sao Benedito Do Sul
nossasenhoradoo,16,CHECK_MANUALLY
gameleira,16,Gameleira
chagrande,16,Cha Grande
lagoadocarro,16,Lagoa Do Carro
santafilomena,16,Santa Filomena
itaiba,16,Itaiba
santacruzdabaixaverde,16,Santa Cruz Da Baixa Verde
barradesaomiguel,16,Barra De Sao Miguel
cajueiro,16,Cajueiro
saoluisdoquitunde,16,Sao Luis Do Quitunde
bananeiras,16,Bananeiras
saojosedoserido,16,Sao Jose Do Serido
lagoanova,16,Lagoa Nova
caraubas,16,Caraubas
portalegre,16,Portalegre
coreau,16,Coreau
capistrano,16,Capistrano
capitaodecampos,16,Capitao De Campos
alagoinhadopiaui,16,Alagoinha Do Piaui
baixagrandedoribeiro,16,Baixa Grande Do Ribeiro
avelinolopes,16,Avelino Lopes
santaluziadoparua,16,Santa Luzia Do Parua
turiacu,16,Turiacu
cantanhede,16,Cantanhede
buriti,16,Buriti
fortuna,16,Fortuna
goncalvesdias,16,Goncalves Dias
fortalezadosnogueiras,16,Fortaleza Dos Nogueiras
